Company,Product,TypeName,Inches,Ram,OS,Weight,Price_Tsh,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Razer,Blade Pro,Gaming,14,16,Windows 10,1.95,8262150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060
Asus,Vivobook Max,Notebook,15.6,8,Windows 10,2,1658415,Standard,1920,1080,No,No,No,Intel,1.1,Pentium Dual Core N4200,128,0,SSD,No,Intel,HD Graphics 505
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,10228080,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070M
Asus,Rog G752VS-BA171T,Gaming,17.3,16,Windows 10,4.3,6697500,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Tecra Z40-C-161,Ultrabook,14,16,Windows 10,1.47,5027400,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,GeForce 930M
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,No OS,2.2,937650,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405
Lenovo,ThinkPad T470s,Ultrabook,14,16,Windows 10,1.7,6552150,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
MSI,GS43VR 7RE,Gaming,14,16,Windows 10,1.6,5389350,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.2,3103650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Lenovo,Legion Y520-15IKBN,Gaming,15.6,4,Windows 10,2.4,2847150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Acer,Predator G9-793,Gaming,17.3,16,Windows 10,4.2,6552150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,2807250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.24,3816150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX1060
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.22,578265,Standard,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,5614500,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,Windows 10,2.08,2733150,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R7 M460
Apple,"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,3320250,Standard,2304,1440,No,Yes,Yes,Intel,1.2,Core M,512,0,Flash Storage,No,Intel,HD Graphics 5300
Lenovo,ThinkPad X1,2 in 1 Convertible,14,8,Windows 10,1.42,6640500,Standard,2560,1440,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.63,852150,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Dell,Latitude 3580,Notebook,15.6,8,Windows 10,1.95,2308500,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.38,3844650,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2,2106150,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 M420X
HP,ZBook 17,Workstation,15.6,8,Windows 10,3.14,5884965,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200
Asus,Pro P2540UA-XS51,Notebook,15.6,8,Windows 10,2.37,3132150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,4272150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 15,Notebook,15.6,8,Windows 10,2.06,4984650,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Dell,Latitude 3180,Netbook,11.6,4,Windows 10,1.63,2120400,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505
HP,EliteBook 820,Netbook,12.5,8,Windows 10,1.26,3958650,Standard,1366,768,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,2223000,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,1792650,Standard,1366,768,No,No,No,AMD,2.5,A12-Series 9700P,2048,0,HDD,No,AMD,Radeon R7 Graphics
Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.62,4785150,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,4,Windows 10,2.4,1735650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920M
HP,Omen 17-an012dx,Gaming,17.3,12,Windows 10,3.74,4984650,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,AMD,Radeon RX 580
MSI,GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,6882750,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Samsung,Notebook 9,Ultrabook,13.3,8,Windows 10,0.81,4272150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 5568,Notebook,15.6,8,Windows 10,1.98,2738850,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce GT 940MX
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,2250958.5,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M420
Lenovo,Thinkpad T470s,Ultrabook,14,8,Windows 10,1.32,5298150,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Razer,Blade Stealth,Ultrabook,12.5,16,Windows 10,1.29,5127150,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.5,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
HP,Chromebook 11,Netbook,11.6,4,Chrome OS,1.23,1097250,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,7139307,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Latitude 3480,Notebook,14,4,Windows 10,1.76,2151750,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,1396215,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Toshiba,Tecra X40-D-10Z,Ultrabook,14,4,Windows 10,1.25,3106500,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad X1,Ultrabook,14,8,Windows 10,1.13,7122150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
MSI,GL62M 7RD,Gaming,15.6,8,Windows 10,2.4,3417150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,ThinkPad X1,Ultrabook,14,8,Windows 10,1.13,5343750,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,Flash Storage,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,14,4,Windows 10,1.75,1422150,Standard,1366,768,No,No,No,Intel,2.1,Pentium Dual Core 4405U,128,0,SSD,No,Intel,HD Graphics 510
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,3870300,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 3480,Notebook,14,4,Windows 10,1.76,1667250,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Acer,Chromebook 11,Netbook,11.6,4,Chrome OS,1.35,1011750,Standard,1366,768,No,Yes,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Acer,Swift 3,Notebook,14,8,Windows 10,1.5,1764150,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Razer,Blade Pro,Gaming,17.3,32,Windows 10,3.49,15672150,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.9,Core i7 7820HK,512,0,SSD,No,Nvidia,GeForce GTX 1080
Lenovo,Thinkpad X1,Ultrabook,14,16,Windows 10,1.1,5982150,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520
Asus,VivoBook Max,Notebook,15.6,4,Linux,2.1,1479150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920
Lenovo,Thinkpad T460,Notebook,14,8,Windows 10,1.7,3380100,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad T470s,Notebook,14,8,Windows 10,1.32,4702500,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,7907695.5,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Asus,Rog GL702VS-BA023T,Gaming,17.3,16,Windows 10,2.9,6894150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2,1906650,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,N42-20 Chromebook,Notebook,14,4,Chrome OS,1.5,926250,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3160,16,0,Flash Storage,No,Intel,HD Graphics 400
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,Windows 10,2.3,1681500,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,HDD,No,Intel,HD Graphics 620
Asus,Rog GL702VM-GC017T,Gaming,17.3,16,Windows 10,2.73,5127150,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,8757736.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,2593500,Standard,1600,900,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,2034871.5,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14,8,Windows 7,1.54,5329500,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,2106150,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M420
HP,Chromebook X360,2 in 1 Convertible,11.6,4,Chrome OS,1.4,1752750,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,8,Windows 10,1.45,2924100,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,512,0,SSD,No,Nvidia,GeForce 940M
HP,EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,6489450,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.54,4183800,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520
HP,250 G6,Notebook,15.6,4,No OS,1.86,852150,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400
Asus,Rog GL502VM-DS74,Gaming,15.6,16,Windows 10,2.1,5412150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5767,Notebook,17.3,8,Linux,2.83,2465250,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445
Lenovo,ThinkPad T470p,Ultrabook,14,8,Windows 10,1.96,5423550,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GT 940MX
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,8,Windows 10,2.3,2242950,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce GTX 930MX
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,2693250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2,1279650,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505
HP,EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,7293150,Full HD,1920,1080,Yes,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5368,Notebook,13.3,8,Windows 10,1.62,1849650,Full HD,1920,1080,Yes,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,1336650,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Lenovo,ThinkPad E570,Notebook,15.6,8,Windows 10,2.3,2424381,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,3844650,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,AMD,Radeon R7 M465
Toshiba,Portege X30-D-10X,Notebook,13.3,4,Windows 10,1.05,3662250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.5,2898450,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.29,6384000,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640
HP,Probook 450,Notebook,15.6,4,Windows 10,2.07,2593500,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,8,Windows 10,1.2,3120750,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,5557500,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,8,Windows 10,1.56,2570700,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,5067300,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,Quadro M620
Lenovo,ThinkPad L570,Notebook,15.6,4,Windows 10,2.38,3006750,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,1365150,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
Toshiba,Tecra A50-D-11D,Notebook,15.6,8,Windows 10,2,3955800,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad 13,Notebook,13.3,4,Windows 10,1.44,2094750,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,180,0,SSD,No,Intel,HD Graphics 620
Samsung,Notebook 9,Ultrabook,15,16,Windows 10,1.23,5269650,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,Latitude 7280,Ultrabook,12.5,8,Windows 10,1.6,4816500,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,Linux,2,1137121.5,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505
Xiaomi,Mi Notebook,Ultrabook,13.3,8,Windows 10,1.28,2664750,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,Vostro 5568,Notebook,15.6,4,Windows 10,2.18,2600625,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 940MX
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,2391150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,4845000,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Pavilion x360,2 in 1 Convertible,15.6,4,Windows 10,2.3,1951680,Standard,1366,768,Yes,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Asus,VivoBook L402NA,Notebook,14.1,4,Windows 10,1.65,991800,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,8,Windows 10,2.2,1906650,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,1024,0,HDD,No,Nvidia,GeForce 940MX
Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,2.2,1051650,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics
HP,EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,5127150,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,1298745,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X
Asus,Rog GL753VD-GC082T,Gaming,17.3,12,Windows 10,2.2,3904215,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Acer,Chromebook C731-C78G,Netbook,11.6,4,Chrome OS,1.25,846450,Standard,1366,768,No,Yes,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.8,1080150,Standard,1600,900,No,No,No,AMD,2.2,A4-Series 7210,500,0,HDD,No,AMD,Radeon R3
HP,Probook 640,Notebook,14,4,Windows 10,1.95,3605250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
HP,Envy x360,2 in 1 Convertible,13.3,16,Windows 10,1.42,3987150,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Samsung,Notebook 9,Ultrabook,15,8,Windows 10,1.17,4842150,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad T470s,Ultrabook,14,8,Windows 10,1.32,5127150,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
MSI,GS73VR Stealth,Gaming,17.3,16,Windows 10,2.43,7549650,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,Core i7 6700HQ,512,2048,SSD,HDD,Nvidia,GeForce GTX 1060
Toshiba,Portege X30-D-10V,Notebook,13.3,8,Windows 10,1.05,4203750,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7567,Gaming,15.6,8,Linux,2.62,2647650,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050Ti
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,2565000,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,1749900,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,2664750,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620
Dell,XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,5737335,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,32,Windows 10,3.58,3645150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,256,SSD,SSD,Nvidia,GeForce GTX 980M
Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,4699650,Full HD,1920,1080,Yes,No,No,Intel,1.3,Core i7 7Y75,256,0,SSD,No,Intel,HD Graphics 615
Lenovo,ThinkPad X1,Ultrabook,14,8,Windows 10,1.13,5839650,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,Flash Storage,No,Intel,HD Graphics 620
Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,5594521.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,512,0,SSD,No,Intel,HD Graphics 620
LG,Gram 15Z970,Ultrabook,15.6,16,Windows 10,1.08,5982150,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
HP,Elitebook 820,Netbook,12.5,8,Windows 10,1.26,4226550,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,4,Chrome OS,2.2,1023150,Full HD,1920,1080,No,Yes,No,Intel,1.5,Celeron Dual Core 3205U,16,0,Flash Storage,No,Intel,HD Graphics
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,Windows 10,2.6,2248650,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M
LG,Gram 14Z970,Ultrabook,14,8,Windows 10,0.98,5412150,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 5480,Notebook,14,8,Windows 10,1.6,3434250,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620
HP,Elitebook Folio,Ultrabook,12.5,8,Windows 10,1.09,8835000,4K Ultra HD,3840,2160,Yes,No,No,Intel,1.2,Core M 6Y75,240,0,SSD,No,Intel,HD Graphics 515
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,Windows 10,2.2,2248650,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,2904121.5,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX
